season,week,game_id,gameday,weekday,gametime,away_team,home_team,stadium_id,stadium,roof,surface,spread_line,total_line,temp,wind,venue_label,latitude,longitude,timezone,location_source
2026,8,2026_08_CHI_SEA,2026-11-02,Monday,20:15,CHI,SEA,SEA00,Lumen Field,outdoors,fieldturf,,,,,Seattle,47.5953459,-122.331644311961,America/Los_Angeles,nflverse_stadium_mapping
2026,9,2026_09_JAX_BAL,2026-11-05,Thursday,20:15,JAX,BAL,BAL00,M&T Bank Stadium,outdoors,grass,,,,,Baltimore,39.2779664,-76.6238093083547,America/New_York,nflverse_stadium_mapping
2026,9,2026_09_CIN_ATL,2026-11-08,Sunday,09:30,CIN,ATL,ATL97,Bernabeu,unknown,fieldturf,-4.5,49.5,,,Madrid,40.4531,-3.6883,Europe/Madrid,international_venue_override
2026,9,2026_09_CLE_NO,2026-11-08,Sunday,13:00,CLE,NO,NOR00,Caesars Superdome,dome,sportturf,,,,,New Orleans,29.9510489,-90.082307625389,America/Chicago,nflverse_stadium_mapping
2026,9,2026_09_DAL_IND,2026-11-08,Sunday,13:00,DAL,IND,IND00,Lucas Oil Stadium,unknown,fieldturf,,,,,Indianapolis,39.760085,-86.1637037946731,America/Indiana/Indianapolis,nflverse_stadium_mapping
2026,9,2026_09_DEN_CAR,2026-11-08,Sunday,13:00,DEN,CAR,CAR00,Bank of America Stadium,outdoors,grass,,,,,Charlotte,35.225737,-80.8536869740441,America/New_York,nflverse_stadium_mapping
2026,9,2026_09_DET_MIA,2026-11-08,Sunday,13:00,DET,MIA,MIA00,Hard Rock Stadium,outdoors,grass,,,,,Miami Gardens,25.95790315,-80.2388497396752,America/New_York,nflverse_stadium_mapping
2026,9,2026_09_LA_WAS,2026-11-08,Sunday,13:00,LA,WAS,WAS00,Northwest Stadium,outdoors,grass,,,,,Landover,38.9077002,-76.8633260869022,America/New_York,nflverse_stadium_mapping
2026,9,2026_09_NYG_PHI,2026-11-08,Sunday,13:00,NYG,PHI,PHI00,Lincoln Financial Field,outdoors,grass,,,,,Philadelphia,39.9009099,-75.167489156059,America/New_York,nflverse_stadium_mapping
2026,9,2026_09_NYJ_KC,2026-11-08,Sunday,13:00,NYJ,KC,KAN00,GEHA Field at Arrowhead Stadium,outdoors,grass,,,,,Kansas City,39.04894045,-94.4849938110271,America/Chicago,nflverse_stadium_mapping
2026,9,2026_09_HOU_LAC,2026-11-08,Sunday,16:05,HOU,LAC,LAX01,SoFi Stadium,dome,matrixturf,,,,,Inglewood,33.95354625,-118.338793383194,America/Los_Angeles,nflverse_stadium_mapping
2026,9,2026_09_LV_SF,2026-11-08,Sunday,16:05,LV,SF,SFO01,Levi's Stadium,outdoors,grass,,,,,Santa Clara,37.40303995,-121.969681705055,America/Los_Angeles,nflverse_stadium_mapping
2026,9,2026_09_ARI_SEA,2026-11-08,Sunday,16:25,ARI,SEA,SEA00,Lumen Field,outdoors,fieldturf,,,,,Seattle,47.5953459,-122.331644311961,America/Los_Angeles,nflverse_stadium_mapping
2026,9,2026_09_GB_NE,2026-11-08,Sunday,16:25,GB,NE,BOS00,Gillette Stadium,outdoors,fieldturf,,,,,Foxborough,42.0912526,-71.2644646105907,America/New_York,nflverse_stadium_mapping
2026,9,2026_09_TB_CHI,2026-11-08,Sunday,20:20,TB,CHI,CHI98,Soldier Field,outdoors,grass,,,,,Chicago,41.86245145,-87.6167151470407,America/Chicago,nflverse_stadium_mapping
2026,9,2026_09_BUF_MIN,2026-11-09,Monday,20:15,BUF,MIN,MIN01,U.S. Bank Stadium,dome,sportturf,,,,,Minneapolis,44.9749861,-93.2598737,America/Chicago,nflverse_stadium_mapping
2026,10,2026_10_WAS_NYG,2026-11-12,Thursday,20:15,WAS,NYG,NYC01,MetLife Stadium,outdoors,fieldturf,,,,,East Rutherford,40.81352375,-74.0734007489118,America/New_York,nflverse_stadium_mapping
2026,10,2026_10_NE_DET,2026-11-15,Sunday,09:30,NE,DET,DET00,FC Bayern Munich Stadium,dome,fieldturf,1.5,49.5,,,Munich,48.2188,11.6247,Europe/Berlin,international_venue_override
2026,10,2026_10_BUF_NYJ,2026-11-15,Sunday,13:00,BUF,NYJ,NYC01,MetLife Stadium,outdoors,fieldturf,,,,,East Rutherford,40.81352375,-74.0734007489118,America/New_York,nflverse_stadium_mapping
2026,10,2026_10_CAR_NO,2026-11-15,Sunday,13:00,CAR,NO,NOR00,Caesars Superdome,dome,sportturf,,,,,New Orleans,29.9510489,-90.082307625389,America/Chicago,nflverse_stadium_mapping
2026,10,2026_10_HOU_CLE,2026-11-15,Sunday,13:00,HOU,CLE,CLE00,Huntington Bank Field,outdoors,grass,,,,,Cleveland,41.5060559,-81.6997118452595,America/New_York,nflverse_stadium_mapping
2026,10,2026_10_JAX_TEN,2026-11-15,Sunday,13:00,JAX,TEN,NAS00,Nissan Stadium,outdoors,grass,,,,,Nashville,36.16649655,-86.7712644420847,America/Chicago,nflverse_stadium_mapping
2026,10,2026_10_KC_ATL,2026-11-15,Sunday,13:00,KC,ATL,ATL97,Mercedes-Benz Stadium,unknown,fieldturf,,,,,Atlanta,33.75539625,-84.4008156749447,America/New_York,nflverse_stadium_mapping
2026,10,2026_10_MIA_IND,2026-11-15,Sunday,13:00,MIA,IND,IND00,Lucas Oil Stadium,unknown,fieldturf,,,,,Indianapolis,39.760085,-86.1637037946731,America/Indiana/Indianapolis,nflverse_stadium_mapping
2026,10,2026_10_MIN_GB,2026-11-15,Sunday,13:00,MIN,GB,GNB00,Lambeau Field,outdoors,grass,,,,,Green Bay,44.50095825,-88.0610340437601,America/Chicago,nflverse_stadium_mapping
2026,10,2026_10_LA_ARI,2026-11-15,Sunday,16:05,LA,ARI,PHO00,State Farm Stadium,unknown,grass,,,,,Glendale,33.52770765,-112.262564902643,America/Phoenix,nflverse_stadium_mapping
2026,10,2026_10_SEA_LV,2026-11-15,Sunday,16:05,SEA,LV,VEG00,Allegiant Stadium,dome,grass,,,,,Las Vegas,36.09083455,-115.182477977026,America/Los_Angeles,nflverse_stadium_mapping
2026,10,2026_10_SF_DAL,2026-11-15,Sunday,16:25,SF,DAL,DAL00,AT&T Stadium,unknown,matrixturf,,,,,Arlington,32.74785025,-97.0928337073774,America/Chicago,nflverse_stadium_mapping
2026,10,2026_10_PIT_CIN,2026-11-15,Sunday,20:20,PIT,CIN,CIN00,Paycor Stadium,outdoors,fieldturf,,,,,Cincinnati,39.0954645,-84.5160488350198,America/New_York,nflverse_stadium_mapping
2026,10,2026_10_LAC_BAL,2026-11-16,Monday,20:15,LAC,BAL,BAL00,M&T Bank Stadium,outdoors,grass,,,,,Baltimore,39.2779664,-76.6238093083547,America/New_York,nflverse_stadium_mapping
2026,11,2026_11_IND_HOU,2026-11-19,Thursday,20:15,IND,HOU,HOU00,Reliant Stadium,unknown,astroturf,,,,,Houston,29.6848581,-95.4108014532699,America/Chicago,nflverse_stadium_mapping
2026,11,2026_11_ARI_KC,2026-11-22,Sunday,13:00,ARI,KC,KAN00,GEHA Field at Arrowhead Stadium,outdoors,grass,,,,,Kansas City,39.04894045,-94.4849938110271,America/Chicago,nflverse_stadium_mapping
2026,11,2026_11_BAL_CAR,2026-11-22,Sunday,13:00,BAL,CAR,CAR00,Bank of America Stadium,outdoors,grass,,,,,Charlotte,35.225737,-80.8536869740441,America/New_York,nflverse_stadium_mapping
2026,11,2026_11_JAX_NYG,2026-11-22,Sunday,13:00,JAX,NYG,NYC01,MetLife Stadium,outdoors,fieldturf,,,,,East Rutherford,40.81352375,-74.0734007489118,America/New_York,nflverse_stadium_mapping
2026,11,2026_11_MIA_BUF,2026-11-22,Sunday,13:00,MIA,BUF,BUF00,Highmark Stadium,outdoors,a_turf,,,,,Orchard Park,42.7737131,-78.7869032106025,America/New_York,nflverse_stadium_mapping
2026,11,2026_11_NO_CHI,2026-11-22,Sunday,13:00,NO,CHI,CHI98,Soldier Field,outdoors,grass,,,,,Chicago,41.86245145,-87.6167151470407,America/Chicago,nflverse_stadium_mapping
2026,11,2026_11_TB_DET,2026-11-22,Sunday,13:00,TB,DET,DET00,Ford Field,dome,fieldturf,,,,,Detroit,42.33995675,-83.045616574037,America/Detroit,nflverse_stadium_mapping
2026,11,2026_11_TEN_DAL,2026-11-22,Sunday,13:00,TEN,DAL,DAL00,AT&T Stadium,unknown,matrixturf,,,,,Arlington,32.74785025,-97.0928337073774,America/Chicago,nflverse_stadium_mapping
2026,11,2026_11_NYJ_LAC,2026-11-22,Sunday,16:05,NYJ,LAC,LAX01,SoFi Stadium,dome,matrixturf,,,,,Inglewood,33.95354625,-118.338793383194,America/Los_Angeles,nflverse_stadium_mapping
2026,11,2026_11_LV_DEN,2026-11-22,Sunday,16:25,LV,DEN,DEN00,Empower Field at Mile High,outdoors,grass,,,,,Denver,39.743952,-105.019222812368,America/Denver,nflverse_stadium_mapping
2026,11,2026_11_PIT_PHI,2026-11-22,Sunday,16:25,PIT,PHI,PHI00,Lincoln Financial Field,outdoors,grass,,,,,Philadelphia,39.9009099,-75.167489156059,America/New_York,nflverse_stadium_mapping
2026,11,2026_11_MIN_SF,2026-11-22,Sunday,20:20,MIN,SF,SFO01,Estadio Banorte,outdoors,grass,4.5,47.5,,,Mexico City,19.3029,-99.1505,America/Mexico_City,international_venue_override
2026,11,2026_11_CIN_WAS,2026-11-23,Monday,20:15,CIN,WAS,WAS00,Northwest Stadium,outdoors,grass,,,,,Landover,38.9077002,-76.8633260869022,America/New_York,nflverse_stadium_mapping
2026,12,2026_12_GB_LA,2026-11-25,Wednesday,20:00,GB,LA,LAX01,SoFi Stadium,dome,matrixturf,5.5,48.5,,,Inglewood,33.95354625,-118.338793383194,America/Los_Angeles,nflverse_stadium_mapping
2026,12,2026_12_CHI_DET,2026-11-26,Thursday,13:00,CHI,DET,DET00,Ford Field,dome,fieldturf,2.5,53.5,,,Detroit,42.33995675,-83.045616574037,America/Detroit,nflverse_stadium_mapping
2026,12,2026_12_PHI_DAL,2026-11-26,Thursday,16:30,PHI,DAL,DAL00,AT&T Stadium,unknown,matrixturf,1.5,49.5,,,Arlington,32.74785025,-97.0928337073774,America/Chicago,nflverse_stadium_mapping
2026,12,2026_12_KC_BUF,2026-11-26,Thursday,20:20,KC,BUF,BUF00,Highmark Stadium,outdoors,a_turf,2.5,50.5,,,Orchard Park,42.7737131,-78.7869032106025,America/New_York,nflverse_stadium_mapping
2026,12,2026_12_DEN_PIT,2026-11-27,Friday,15:00,DEN,PIT,PIT00,Acrisure Stadium,outdoors,grass,-1.5,39.5,,,Pittsburgh,40.44671645,-80.0157549334943,America/New_York,nflverse_stadium_mapping
2026,12,2026_12_ATL_MIN,2026-11-29,Sunday,13:00,ATL,MIN,MIN01,U.S. Bank Stadium,dome,sportturf,,,,,Minneapolis,44.9749861,-93.2598737,America/Chicago,nflverse_stadium_mapping
2026,12,2026_12_BAL_HOU,2026-11-29,Sunday,13:00,BAL,HOU,HOU00,Reliant Stadium,unknown,astroturf,,,,,Houston,29.6848581,-95.4108014532699,America/Chicago,nflverse_stadium_mapping
2026,12,2026_12_LV_CLE,2026-11-29,Sunday,13:00,LV,CLE,CLE00,Huntington Bank Field,outdoors,grass,,,,,Cleveland,41.5060559,-81.6997118452595,America/New_York,nflverse_stadium_mapping
2026,12,2026_12_NO_CIN,2026-11-29,Sunday,13:00,NO,CIN,CIN00,Paycor Stadium,outdoors,fieldturf,,,,,Cincinnati,39.0954645,-84.5160488350198,America/New_York,nflverse_stadium_mapping
2026,12,2026_12_NYG_IND,2026-11-29,Sunday,13:00,NYG,IND,IND00,Lucas Oil Stadium,unknown,fieldturf,,,,,Indianapolis,39.760085,-86.1637037946731,America/Indiana/Indianapolis,nflverse_stadium_mapping
2026,12,2026_12_NYJ_MIA,2026-11-29,Sunday,13:00,NYJ,MIA,MIA00,Hard Rock Stadium,outdoors,grass,,,,,Miami Gardens,25.95790315,-80.2388497396752,America/New_York,nflverse_stadium_mapping
2026,12,2026_12_TEN_JAX,2026-11-29,Sunday,16:05,TEN,JAX,JAX00,EverBank Stadium,outdoors,grass,,,,,Jacksonville,30.32398105,-81.6373045703404,America/New_York,nflverse_stadium_mapping
2026,12,2026_12_SEA_SF,2026-11-29,Sunday,16:25,SEA,SF,SFO01,Levi's Stadium,outdoors,grass,,,,,Santa Clara,37.40303995,-121.969681705055,America/Los_Angeles,nflverse_stadium_mapping
2026,12,2026_12_WAS_ARI,2026-11-29,Sunday,16:25,WAS,ARI,PHO00,State Farm Stadium,unknown,grass,,,,,Glendale,33.52770765,-112.262564902643,America/Phoenix,nflverse_stadium_mapping
2026,12,2026_12_NE_LAC,2026-11-29,Sunday,20:20,NE,LAC,LAX01,SoFi Stadium,dome,matrixturf,,,,,Inglewood,33.95354625,-118.338793383194,America/Los_Angeles,nflverse_stadium_mapping
2026,12,2026_12_CAR_TB,2026-11-30,Monday,20:15,CAR,TB,TAM00,Raymond James Stadium,outdoors,grass,,,,,Tampa,27.97597925,-82.5042179967362,America/New_York,nflverse_stadium_mapping
2026,13,2026_13_KC_LA,2026-12-03,Thursday,20:15,KC,LA,LAX01,SoFi Stadium,dome,matrixturf,,,,,Inglewood,33.95354625,-118.338793383194,America/Los_Angeles,nflverse_stadium_mapping
2026,13,2026_13_CIN_CLE,2026-12-06,Sunday,13:00,CIN,CLE,CLE00,Huntington Bank Field,outdoors,grass,,,,,Cleveland,41.5060559,-81.6997118452595,America/New_York,nflverse_stadium_mapping
2026,13,2026_13_DET_ATL,2026-12-06,Sunday,13:00,DET,ATL,ATL97,Mercedes-Benz Stadium,unknown,fieldturf,,,,,Atlanta,33.75539625,-84.4008156749447,America/New_York,nflverse_stadium_mapping
2026,13,2026_13_GB_NO,2026-12-06,Sunday,13:00,GB,NO,NOR00,Caesars Superdome,dome,sportturf,,,,,New Orleans,29.9510489,-90.082307625389,America/Chicago,nflverse_stadium_mapping
2026,13,2026_13_JAX_CHI,2026-12-06,Sunday,13:00,JAX,CHI,CHI98,Soldier Field,outdoors,grass,,,,,Chicago,41.86245145,-87.6167151470407,America/Chicago,nflverse_stadium_mapping
2026,13,2026_13_LAC_TB,2026-12-06,Sunday,13:00,LAC,TB,TAM00,Raymond James Stadium,outdoors,grass,,,,,Tampa,27.97597925,-82.5042179967362,America/New_York,nflverse_stadium_mapping
2026,13,2026_13_SF_NYG,2026-12-06,Sunday,13:00,SF,NYG,NYC01,MetLife Stadium,outdoors,fieldturf,,,,,East Rutherford,40.81352375,-74.0734007489118,America/New_York,nflverse_stadium_mapping
2026,13,2026_13_WAS_TEN,2026-12-06,Sunday,13:00,WAS,TEN,NAS00,Nissan Stadium,outdoors,grass,,,,,Nashville,36.16649655,-86.7712644420847,America/Chicago,nflverse_stadium_mapping
2026,13,2026_13_MIA_DEN,2026-12-06,Sunday,16:05,MIA,DEN,DEN00,Empower Field at Mile High,outdoors,grass,,,,,Denver,39.743952,-105.019222812368,America/Denver,nflverse_stadium_mapping
2026,13,2026_13_PHI_ARI,2026-12-06,Sunday,16:05,PHI,ARI,PHO00,State Farm Stadium,unknown,grass,,,,,Glendale,33.52770765,-112.262564902643,America/Phoenix,nflverse_stadium_mapping
2026,13,2026_13_BUF_NE,2026-12-06,Sunday,16:25,BUF,NE,BOS00,Gillette Stadium,outdoors,fieldturf,,,,,Foxborough,42.0912526,-71.2644646105907,America/New_York,nflverse_stadium_mapping
2026,13,2026_13_CAR_MIN,2026-12-06,Sunday,16:25,CAR,MIN,MIN01,U.S. Bank Stadium,dome,sportturf,,,,,Minneapolis,44.9749861,-93.2598737,America/Chicago,nflverse_stadium_mapping
2026,13,2026_13_HOU_PIT,2026-12-06,Sunday,20:20,HOU,PIT,PIT00,Acrisure Stadium,outdoors,grass,,,,,Pittsburgh,40.44671645,-80.0157549334943,America/New_York,nflverse_stadium_mapping
2026,13,2026_13_DAL_SEA,2026-12-07,Monday,20:15,DAL,SEA,SEA00,Lumen Field,outdoors,fieldturf,,,,,Seattle,47.5953459,-122.331644311961,America/Los_Angeles,nflverse_stadium_mapping
2026,14,2026_14_MIN_NE,2026-12-10,Thursday,20:15,MIN,NE,BOS00,Gillette Stadium,outdoors,fieldturf,,,,,Foxborough,42.0912526,-71.2644646105907,America/New_York,nflverse_stadium_mapping
2026,14,2026_14_ATL_CLE,2026-12-13,Sunday,13:00,ATL,CLE,CLE00,Huntington Bank Field,outdoors,grass,,,,,Cleveland,41.5060559,-81.6997118452595,America/New_York,nflverse_stadium_mapping
2026,14,2026_14_CHI_MIA,2026-12-13,Sunday,13:00,CHI,MIA,MIA00,Hard Rock Stadium,outdoors,grass,,,,,Miami Gardens,25.95790315,-80.2388497396752,America/New_York,nflverse_stadium_mapping
2026,14,2026_14_DEN_NYJ,2026-12-13,Sunday,13:00,DEN,NYJ,NYC01,MetLife Stadium,outdoors,fieldturf,,,,,East Rutherford,40.81352375,-74.0734007489118,America/New_York,nflverse_stadium_mapping
2026,14,2026_14_HOU_WAS,2026-12-13,Sunday,13:00,HOU,WAS,WAS00,Northwest Stadium,outdoors,grass,,,,,Landover,38.9077002,-76.8633260869022,America/New_York,nflverse_stadium_mapping
2026,14,2026_14_IND_PHI,2026-12-13,Sunday,13:00,IND,PHI,PHI00,Lincoln Financial Field,outdoors,grass,,,,,Philadelphia,39.9009099,-75.167489156059,America/New_York,nflverse_stadium_mapping
2026,14,2026_14_NO_CAR,2026-12-13,Sunday,13:00,NO,CAR,CAR00,Bank of America Stadium,outdoors,grass,,,,,Charlotte,35.225737,-80.8536869740441,America/New_York,nflverse_stadium_mapping
2026,14,2026_14_TB_BAL,2026-12-13,Sunday,13:00,TB,BAL,BAL00,M&T Bank Stadium,outdoors,grass,,,,,Baltimore,39.2779664,-76.6238093083547,America/New_York,nflverse_stadium_mapping
2026,14,2026_14_TEN_DET,2026-12-13,Sunday,13:00,TEN,DET,DET00,Ford Field,dome,fieldturf,,,,,Detroit,42.33995675,-83.045616574037,America/Detroit,nflverse_stadium_mapping
2026,14,2026_14_LAC_LV,2026-12-13,Sunday,16:05,LAC,LV,VEG00,Allegiant Stadium,dome,grass,,,,,Las Vegas,36.09083455,-115.182477977026,America/Los_Angeles,nflverse_stadium_mapping
2026,14,2026_14_KC_CIN,2026-12-13,Sunday,16:25,KC,CIN,CIN00,Paycor Stadium,outdoors,fieldturf,,,,,Cincinnati,39.0954645,-84.5160488350198,America/New_York,nflverse_stadium_mapping
2026,14,2026_14_LA_SF,2026-12-13,Sunday,16:25,LA,SF,SFO01,Levi's Stadium,outdoors,grass,,,,,Santa Clara,37.40303995,-121.969681705055,America/Los_Angeles,nflverse_stadium_mapping
2026,14,2026_14_NYG_SEA,2026-12-13,Sunday,16:25,NYG,SEA,SEA00,Lumen Field,outdoors,fieldturf,,,,,Seattle,47.5953459,-122.331644311961,America/Los_Angeles,nflverse_stadium_mapping
2026,14,2026_14_BUF_GB,2026-12-13,Sunday,20:20,BUF,GB,GNB00,Lambeau Field,outdoors,grass,,,,,Green Bay,44.50095825,-88.0610340437601,America/Chicago,nflverse_stadium_mapping
2026,14,2026_14_PIT_JAX,2026-12-14,Monday,20:15,PIT,JAX,JAX00,EverBank Stadium,outdoors,grass,,,,,Jacksonville,30.32398105,-81.6373045703404,America/New_York,nflverse_stadium_mapping
2026,15,2026_15_SF_LAC,2026-12-17,Thursday,20:15,SF,LAC,LAX01,SoFi Stadium,dome,matrixturf,,,,,Inglewood,33.95354625,-118.338793383194,America/Los_Angeles,nflverse_stadium_mapping
2026,15,2026_15_SEA_PHI,2026-12-19,Saturday,17:00,SEA,PHI,PHI00,Lincoln Financial Field,outdoors,grass,,,,,Philadelphia,39.9009099,-75.167489156059,America/New_York,nflverse_stadium_mapping
2026,15,2026_15_CHI_BUF,2026-12-19,Saturday,20:20,CHI,BUF,BUF00,Highmark Stadium,outdoors,a_turf,,,,,Orchard Park,42.7737131,-78.7869032106025,America/New_York,nflverse_stadium_mapping
2026,15,2026_15_ATL_WAS,2026-12-20,Sunday,13:00,ATL,WAS,WAS00,Northwest Stadium,outdoors,grass,,,,,Landover,38.9077002,-76.8633260869022,America/New_York,nflverse_stadium_mapping
2026,15,2026_15_BAL_PIT,2026-12-20,Sunday,13:00,BAL,PIT,PIT00,Acrisure Stadium,outdoors,grass,,,,,Pittsburgh,40.44671645,-80.0157549334943,America/New_York,nflverse_stadium_mapping
2026,15,2026_15_CIN_CAR,2026-12-20,Sunday,13:00,CIN,CAR,CAR00,Bank of America Stadium,outdoors,grass,,,,,Charlotte,35.225737,-80.8536869740441,America/New_York,nflverse_stadium_mapping
2026,15,2026_15_CLE_NYG,2026-12-20,Sunday,13:00,CLE,NYG,NYC01,MetLife Stadium,outdoors,fieldturf,,,,,East Rutherford,40.81352375,-74.0734007489118,America/New_York,nflverse_stadium_mapping
2026,15,2026_15_IND_TEN,2026-12-20,Sunday,13:00,IND,TEN,NAS00,Nissan Stadium,outdoors,grass,,,,,Nashville,36.16649655,-86.7712644420847,America/Chicago,nflverse_stadium_mapping
2026,15,2026_15_JAX_HOU,2026-12-20,Sunday,13:00,JAX,HOU,HOU00,Reliant Stadium,unknown,astroturf,,,,,Houston,29.6848581,-95.4108014532699,America/Chicago,nflverse_stadium_mapping
2026,15,2026_15_MIA_GB,2026-12-20,Sunday,13:00,MIA,GB,GNB00,Lambeau Field,outdoors,grass,,,,,Green Bay,44.50095825,-88.0610340437601,America/Chicago,nflverse_stadium_mapping
2026,15,2026_15_NO_TB,2026-12-20,Sunday,13:00,NO,TB,TAM00,Raymond James Stadium,outdoors,grass,,,,,Tampa,27.97597925,-82.5042179967362,America/New_York,nflverse_stadium_mapping
2026,15,2026_15_NYJ_ARI,2026-12-20,Sunday,16:05,NYJ,ARI,PHO00,State Farm Stadium,unknown,grass,,,,,Glendale,33.52770765,-112.262564902643,America/Phoenix,nflverse_stadium_mapping
2026,15,2026_15_DAL_LA,2026-12-20,Sunday,16:25,DAL,LA,LAX01,SoFi Stadium,dome,matrixturf,,,,,Inglewood,33.95354625,-118.338793383194,America/Los_Angeles,nflverse_stadium_mapping
2026,15,2026_15_DEN_LV,2026-12-20,Sunday,16:25,DEN,LV,VEG00,Allegiant Stadium,dome,grass,,,,,Las Vegas,36.09083455,-115.182477977026,America/Los_Angeles,nflverse_stadium_mapping
2026,15,2026_15_DET_MIN,2026-12-20,Sunday,20:20,DET,MIN,MIN01,U.S. Bank Stadium,dome,sportturf,,,,,Minneapolis,44.9749861,-93.2598737,America/Chicago,nflverse_stadium_mapping
2026,15,2026_15_NE_KC,2026-12-21,Monday,20:15,NE,KC,KAN00,GEHA Field at Arrowhead Stadium,outdoors,grass,,,,,Kansas City,39.04894045,-94.4849938110271,America/Chicago,nflverse_stadium_mapping
2026,16,2026_16_HOU_PHI,2026-12-24,Thursday,20:15,HOU,PHI,PHI00,Lincoln Financial Field,outdoors,grass,2.5,38.5,,,Philadelphia,39.9009099,-75.167489156059,America/New_York,nflverse_stadium_mapping
2026,16,2026_16_GB_CHI,2026-12-25,Friday,13:00,GB,CHI,CHI98,Soldier Field,outdoors,grass,1.5,47.5,,,Chicago,41.86245145,-87.6167151470407,America/Chicago,nflverse_stadium_mapping
2026,16,2026_16_BUF_DEN,2026-12-25,Friday,16:30,BUF,DEN,DEN00,Empower Field at Mile High,outdoors,grass,-1.5,46.5,,,Denver,39.743952,-105.019222812368,America/Denver,nflverse_stadium_mapping
2026,16,2026_16_LA_SEA,2026-12-25,Friday,20:15,LA,SEA,SEA00,Lumen Field,outdoors,fieldturf,-1.5,45.5,,,Seattle,47.5953459,-122.331644311961,America/Los_Angeles,nflverse_stadium_mapping
2026,16,2026_16_ARI_NO,2026-12-27,Sunday,13:00,ARI,NO,NOR00,Caesars Superdome,dome,sportturf,,,,,New Orleans,29.9510489,-90.082307625389,America/Chicago,nflverse_stadium_mapping
2026,16,2026_16_CAR_PIT,2026-12-27,Sunday,13:00,CAR,PIT,PIT00,Acrisure Stadium,outdoors,grass,,,,,Pittsburgh,40.44671645,-80.0157549334943,America/New_York,nflverse_stadium_mapping
2026,16,2026_16_CIN_IND,2026-12-27,Sunday,13:00,CIN,IND,IND00,Lucas Oil Stadium,unknown,fieldturf,,,,,Indianapolis,39.760085,-86.1637037946731,America/Indiana/Indianapolis,nflverse_stadium_mapping
2026,16,2026_16_CLE_BAL,2026-12-27,Sunday,13:00,CLE,BAL,BAL00,M&T Bank Stadium,outdoors,grass,,,,,Baltimore,39.2779664,-76.6238093083547,America/New_York,nflverse_stadium_mapping
2026,16,2026_16_LAC_MIA,2026-12-27,Sunday,13:00,LAC,MIA,MIA00,Hard Rock Stadium,outdoors,grass,,,,,Miami Gardens,25.95790315,-80.2388497396752,America/New_York,nflverse_stadium_mapping
2026,16,2026_16_NE_NYJ,2026-12-27,Sunday,13:00,NE,NYJ,NYC01,MetLife Stadium,outdoors,fieldturf,,,,,East Rutherford,40.81352375,-74.0734007489118,America/New_York,nflverse_stadium_mapping
2026,16,2026_16_TB_ATL,2026-12-27,Sunday,13:00,TB,ATL,ATL97,Mercedes-Benz Stadium,unknown,fieldturf,,,,,Atlanta,33.75539625,-84.4008156749447,America/New_York,nflverse_stadium_mapping
2026,16,2026_16_WAS_MIN,2026-12-27,Sunday,13:00,WAS,MIN,MIN01,U.S. Bank Stadium,dome,sportturf,,,,,Minneapolis,44.9749861,-93.2598737,America/Chicago,nflverse_stadium_mapping
2026,16,2026_16_TEN_LV,2026-12-27,Sunday,16:05,TEN,LV,VEG00,Allegiant Stadium,dome,grass,,,,,Las Vegas,36.09083455,-115.182477977026,America/Los_Angeles,nflverse_stadium_mapping
2026,16,2026_16_SF_KC,2026-12-27,Sunday,16:25,SF,KC,KAN00,GEHA Field at Arrowhead Stadium,outdoors,grass,,,,,Kansas City,39.04894045,-94.4849938110271,America/Chicago,nflverse_stadium_mapping
2026,16,2026_16_JAX_DAL,2026-12-27,Sunday,20:20,JAX,DAL,DAL00,AT&T Stadium,unknown,matrixturf,,,,,Arlington,32.74785025,-97.0928337073774,America/Chicago,nflverse_stadium_mapping
2026,16,2026_16_NYG_DET,2026-12-28,Monday,20:15,NYG,DET,DET00,Ford Field,dome,fieldturf,,,,,Detroit,42.33995675,-83.045616574037,America/Detroit,nflverse_stadium_mapping
2026,17,2026_17_BAL_CIN,2026-12-31,Thursday,20:15,BAL,CIN,CIN00,Paycor Stadium,outdoors,fieldturf,,,,,Cincinnati,39.0954645,-84.5160488350198,America/New_York,nflverse_stadium_mapping
2026,17,2026_17_BUF_MIA,2027-01-03,Sunday,13:00,BUF,MIA,MIA00,Hard Rock Stadium,outdoors,grass,,,,,Miami Gardens,25.95790315,-80.2388497396752,America/New_York,nflverse_stadium_mapping
2026,17,2026_17_DEN_NE,2027-01-03,Sunday,13:00,DEN,NE,BOS00,Gillette Stadium,outdoors,fieldturf,,,,,Foxborough,42.0912526,-71.2644646105907,America/New_York,nflverse_stadium_mapping
2026,17,2026_17_IND_CLE,2027-01-03,Sunday,13:00,IND,CLE,CLE00,Huntington Bank Field,outdoors,grass,,,,,Cleveland,41.5060559,-81.6997118452595,America/New_York,nflverse_stadium_mapping
2026,17,2026_17_KC_LAC,2027-01-03,Sunday,13:00,KC,LAC,LAX01,SoFi Stadium,dome,matrixturf,,,,,Inglewood,33.95354625,-118.338793383194,America/Los_Angeles,nflverse_stadium_mapping
2026,17,2026_17_LA_TB,2027-01-03,Sunday,13:00,LA,TB,TAM00,Raymond James Stadium,outdoors,grass,,,,,Tampa,27.97597925,-82.5042179967362,America/New_York,nflverse_stadium_mapping
2026,17,2026_17_MIN_NYJ,2027-01-03,Sunday,13:00,MIN,NYJ,NYC01,MetLife Stadium,outdoors,fieldturf,,,,,East Rutherford,40.81352375,-74.0734007489118,America/New_York,nflverse_stadium_mapping
